CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
622,Germany,Male,23,3,142814.23,1,0,1,185409.65,1
580,Spain,Female,19,0,1912.81,2,0,1,173526.35,0
435,Spain,Female,71,2,163227.03,2,1,1,198594.06,1
823,France,Male,30,8,164925.73,1,0,0,182483.6,1
475,France,Male,61,9,163131.58,3,0,1,140789.85,1
649,Germany,Female,64,4,40866.98,4,1,1,41683.76,0
374,Germany,Male,26,7,63933.08,4,0,1,39706.52,0
494,France,Male,51,1,61843.95,4,1,1,19268.15,1
362,Spain,Female,34,2,240016.75,2,0,1,88247.86,0
561,Spain,Female,44,6,16882.05,2,0,1,163676.57,1
374,Spain,Female,46,9,107190.38,4,1,1,103156.23,1
417,France,Male,54,3,217813.48,1,1,0,79601.12,1
743,Spain,Male,60,8,192366.5,2,1,0,30754.81,1
416,Germany,Male,39,6,205610.53,4,1,1,19833.13,0
582,Germany,Male,68,10,243073.4,1,0,1,85844.04,1
458,France,Female,41,0,96815.45,4,0,0,28985.82,0
495,Germany,Male,24,3,77413.82,2,1,0,29674.15,1
460,France,Male,51,9,7664.87,3,1,0,85116.2,1
577,Spain,Female,65,10,37504.84,3,0,0,105540.26,1
460,Spain,Female,29,5,140503.66,2,1,1,45469.75,1
819,Spain,Male,40,5,39415.15,1,0,1,140080.78,1
383,Germany,Female,32,9,184076.25,4,1,1,89551.48,1
460,France,Female,50,5,9308.15,2,1,1,27465.28,0
613,Spain,Male,74,4,64872.01,1,1,1,131036.48,1
773,France,Male,30,2,173863.28,4,1,0,77819.52,1
718,Spain,Male,40,1,63875.71,4,0,0,19941.08,1
585,Germany,Male,55,2,182190.12,2,1,0,190116.5,1
432,Germany,Female,49,8,248965.97,4,0,0,118527.42,1
391,France,Female,62,2,199270.99,3,1,0,100766.87,1
774,Germany,Male,67,2,85458.86,3,1,1,173236.11,0
450,Germany,Male,52,0,225147.98,4,0,0,187980.68,1
355,France,Female,18,1,12794.93,2,1,0,51861.15,0
529,Spain,Male,64,10,181251.71,4,0,1,163927.46,1
631,Germany,Male,75,2,5830.58,2,1,1,167905.19,1
669,France,Male,62,1,43638.87,2,0,1,20336.53,1
575,Germany,Male,22,7,246896.44,3,1,1,145269.38,1
792,Germany,Female,74,5,90221.23,3,1,1,21963.9,1
789,Germany,Male,30,6,205124.84,1,1,0,122987.92,1
664,Germany,Female,71,0,94021.68,2,1,1,137154.99,0
714,France,Male,22,5,210007.11,4,1,1,79741.15,0
803,France,Male,49,1,241359.89,2,0,0,177349.62,1
578,France,Female,68,5,108884.06,3,0,0,162097.22,1
726,Germany,Male,38,2,139837.3,2,0,1,185932.35,0
638,Germany,Female,41,6,157159.87,1,1,1,69829.01,1
786,Germany,Male,35,2,233708.7,4,1,0,14090.28,1
499,France,Male,38,8,64186.02,2,1,1,164177.64,0
626,Germany,Male,71,2,152812.34,4,0,1,52365.7,1
547,Spain,Male,27,6,81180.06,4,0,1,98759.65,1
419,Germany,Male,41,3,54233.3,3,0,1,165291.02,0
461,Spain,Female,57,7,21230.08,2,1,1,51065.68,1
353,Germany,Female,64,1,155177.72,4,1,0,69262.66,1
699,France,Male,38,7,220521.37,3,0,0,93425.2,1
680,Germany,Male,42,8,87848.22,1,0,1,61646.72,0
795,Spain,Female,69,7,138167.13,1,0,1,97651.07,1
667,Spain,Female,74,5,160533.45,2,0,0,11823.36,1
699,Germany,Male,40,9,103662.54,4,1,0,50315.71,1
444,Spain,Male,39,0,225836.96,2,0,0,168185.14,1
501,Spain,Female,21,6,90688.79,4,1,1,88561.57,0
660,France,Male,51,0,31252.71,3,1,0,130917.1,1
486,Germany,Female,73,6,36005.09,1,1,1,54134.71,1
596,Germany,Male,23,1,222714.4,1,1,1,133476.95,1
736,Germany,Female,45,7,247002.01,1,1,1,199995.03,1
592,Spain,Female,48,1,72234.46,1,1,1,123104.65,1
380,Germany,Male,52,2,35900.68,2,0,1,129388.13,0
389,Germany,Female,56,2,120553.07,4,0,0,31188.77,1
578,France,Male,59,0,177382.02,2,0,0,86642.48,1
385,France,Male,40,4,153100.73,3,0,0,173537.73,1
757,France,Male,23,4,237777.05,1,1,0,168511.67,1
572,Spain,Male,33,9,204444.47,4,0,1,109255.83,1
355,Germany,Female,19,4,217243.04,2,1,0,181656.29,0
671,France,Male,41,8,135416.79,4,0,0,37158.03,1
817,France,Male,34,5,81818.8,2,0,0,135055.99,1
569,France,Male,62,5,175434.0,4,1,0,57287.88,1
424,Germany,Male,18,2,109763.26,4,1,0,132656.67,1
353,Germany,Female,23,4,71938.56,1,0,0,26605.94,1
684,Germany,Male,22,9,38067.67,2,0,1,189285.73,1
483,Spain,Female,74,6,131968.55,3,1,1,159403.09,1
467,Spain,Female,62,2,148563.39,4,1,0,48182.7,1
718,France,Female,72,1,142196.42,3,1,1,131082.55,0
443,Germany,Male,67,4,29137.09,1,1,1,154237.67,1
835,France,Male,46,2,142496.83,3,1,1,49794.71,1
784,Germany,Male,29,4,42103.53,4,1,1,27732.76,0
411,Germany,Male,56,8,165928.54,4,1,1,76838.16,1
790,Germany,Female,64,10,107346.0,4,1,0,35793.32,1
543,Spain,Female,20,9,212197.15,2,1,1,117485.22,1
684,Spain,Male,65,0,194566.44,3,1,1,90581.83,1
552,Germany,Male,18,3,181095.51,2,0,0,97860.62,1
741,France,Male,44,9,175184.27,4,1,1,113144.06,1
375,Germany,Male,65,4,140122.01,4,1,1,196589.91,1
784,Germany,Male,41,1,15278.39,1,0,0,160600.78,1
522,France,Male,61,1,163872.41,1,1,1,129599.58,1
649,Germany,Male,36,0,116730.54,4,0,0,79104.07,1
482,France,Female,25,7,117388.68,2,1,1,15143.18,1
675,Spain,Female,72,1,94755.55,2,0,1,32140.25,1
759,Spain,Female,61,2,232267.73,4,1,0,148864.78,1
467,France,Female,64,1,62362.82,3,0,1,80148.75,1
673,Spain,Male,19,3,79148.61,2,0,0,73543.11,0
624,Spain,Male,47,0,240760.2,4,1,1,178905.89,1
561,France,Male,47,2,202538.43,1,1,1,102056.69,1
574,Spain,Male,66,4,3521.6,4,0,1,180919.64,0
369,Germany,Male,56,9,226526.9,2,0,1,178461.32,1
462,Germany,Female,62,0,56661.82,4,0,0,25234.45,1
489,France,Male,49,3,176483.13,3,1,1,189618.97,1
396,Spain,Female,18,5,138268.28,3,0,1,24621.43,0
350,Germany,Male,55,3,134202.97,2,0,0,193066.16,1
439,Germany,Female,30,6,179480.33,4,0,0,95996.83,1
491,Spain,Male,28,6,51795.37,3,0,0,154563.53,1
669,Spain,Female,27,5,39756.28,3,1,1,144167.43,0
387,Germany,Male,65,8,162978.15,1,1,0,108514.05,1
642,Germany,Male,43,1,72644.81,2,0,0,127696.42,0
731,France,Male,73,9,243487.55,1,1,0,190484.45,1
488,France,Male,72,7,112877.96,1,1,0,186196.78,1
705,Germany,Female,37,7,27899.26,3,0,1,134321.95,0
682,France,Male,34,10,171453.79,4,0,1,134966.55,1
840,Germany,Female,34,9,76539.82,1,1,1,56918.35,0
608,Germany,Male,21,10,37146.86,2,1,0,167438.46,1
510,France,Female,22,3,105705.84,2,0,0,130194.63,1
739,France,Male,40,5,241055.57,4,0,0,166987.27,1
527,Spain,Male,63,10,102857.64,2,0,1,134991.96,1
359,Spain,Female,69,5,86833.44,1,0,0,66870.8,1
610,Spain,Male,27,4,111127.24,4,0,0,46001.47,1
756,Germany,Male,63,0,3028.93,2,1,1,24623.51,1
487,France,Female,45,2,33275.38,2,0,1,121339.04,1
521,Germany,Male,50,6,212418.65,1,0,1,63969.76,1
735,France,Female,60,7,244508.6,1,0,1,129796.81,1
362,Germany,Male,43,1,39485.37,1,0,1,21144.72,1
517,Spain,Female,72,2,133879.45,1,1,0,81375.98,1
479,Spain,Female,67,3,241583.36,4,1,0,59505.11,1
433,Spain,Female,65,10,39145.34,4,1,0,80363.47,1
670,Germany,Female,46,4,46577.4,4,1,1,20313.85,0
668,France,Male,44,2,231704.09,3,1,1,147594.47,0
450,France,Male,35,4,176421.91,1,1,1,32172.49,1
678,Spain,Female,57,7,37991.67,1,0,1,12736.5,1
622,Spain,Male,27,7,98373.17,4,0,0,189794.93,0
614,Spain,Male,75,1,14067.49,2,0,0,46646.51,1
808,Spain,Male,59,5,108167.88,2,1,0,167331.65,1
748,France,Female,22,3,194475.37,1,1,0,193249.41,1
757,Germany,Male,27,8,138493.01,1,1,0,111483.03,1
387,Germany,Male,67,9,161860.53,4,0,0,109962.45,1
768,Germany,Female,38,1,81705.03,1,1,0,79809.28,1
443,Germany,Male,41,7,40348.98,2,0,0,90863.02,1
444,Spain,Female,55,0,3279.17,2,1,1,101594.33,1
654,Spain,Female,20,10,205328.09,1,0,0,38897.94,1
418,Spain,Female,57,5,159163.64,4,1,0,79299.98,1
667,Germany,Male,48,10,57330.31,4,0,1,165060.6,1
793,Spain,Male,58,10,104608.49,2,0,1,44655.64,1
585,Spain,Female,54,9,200360.82,4,1,0,148672.12,1
783,France,Female,19,0,134675.05,2,1,0,133801.45,1
683,France,Female,19,1,75039.97,1,0,1,20886.58,0
722,Spain,Female,56,2,66796.13,2,1,1,14261.49,0
725,France,Female,66,8,54403.51,1,1,1,76980.41,1
808,France,Female,59,4,205932.47,4,0,0,141512.35,1
486,Spain,Male,61,9,145465.09,3,0,1,72779.41,1
767,Spain,Female,51,9,177289.29,3,0,0,136869.33,1
425,Spain,Female,59,1,215030.11,3,1,1,136437.05,0
832,Spain,Female,37,9,246715.43,2,0,0,163245.38,1
384,Germany,Male,50,4,62370.9,3,1,1,28902.27,0
350,Germany,Male,21,4,45225.62,2,1,0,119654.49,1
645,Spain,Male,62,0,115499.59,4,0,1,21874.45,1
669,France,Male,61,2,8767.82,1,1,1,43429.96,1
755,Spain,Female,28,4,197929.47,3,1,0,71845.17,1
409,Spain,Male,59,8,220940.0,2,0,0,144403.96,1
669,France,Female,64,9,171509.92,4,0,0,195036.82,1
698,Germany,Female,22,0,66998.76,4,1,1,75078.95,1
677,Spain,Female,42,7,30788.87,3,0,1,109017.45,1
616,Spain,Female,66,0,95536.05,4,0,1,59220.56,1
710,Germany,Female,54,8,208333.91,4,1,1,138343.03,1
578,Germany,Female,51,5,86956.95,4,0,1,79651.31,1
619,France,Male,26,0,8563.64,2,0,0,101503.27,1
665,Germany,Male,23,7,68570.09,4,1,0,117884.45,1
635,Germany,Male,35,4,247486.4,4,1,1,140386.04,0
640,Germany,Male,31,6,169167.19,4,1,1,21409.82,0
562,France,Male,36,6,225213.71,4,0,0,115431.21,1
514,Germany,Female,31,6,193716.32,4,0,1,91921.18,0
354,Germany,Male,57,5,134926.38,2,1,0,35415.37,1
688,France,Male,34,10,37172.22,4,0,0,49526.97,1
728,Germany,Male,52,7,87161.12,4,0,0,177939.12,1
427,Germany,Female,46,8,145935.06,1,0,0,175637.44,1
759,France,Female,59,1,217658.09,4,0,0,16332.75,1
411,Spain,Female,34,6,67168.76,4,1,1,140986.28,0
481,France,Male,60,1,30306.72,2,1,0,115295.59,1
438,Germany,Male,25,5,139708.08,4,0,1,188565.01,1
586,Germany,Male,18,1,44125.31,2,0,0,182521.09,0
391,Germany,Male,62,9,152590.44,3,0,1,120116.76,1
438,France,Male,70,5,65880.36,4,1,0,36401.44,1
751,Germany,Female,53,1,57740.75,1,1,1,97364.85,1
645,Germany,Male,24,0,99795.19,2,1,1,147781.23,0
677,France,Female,63,6,148297.94,3,1,0,190829.96,1
644,Spain,Male,22,2,136329.42,1,1,0,79127.59,1
453,Spain,Female,41,3,61183.62,2,0,0,159087.58,1
363,Germany,Female,45,5,222779.17,3,0,1,139834.74,1
637,France,Female,60,4,27470.49,1,1,0,24875.63,1
528,Germany,Female,34,3,9866.89,4,1,0,116015.6,1
474,France,Male,54,8,150676.57,1,0,1,44866.68,1
771,France,Male,37,5,30851.79,1,1,0,139874.37,1
702,Spain,Male,20,5,126222.7,1,0,0,125916.12,1
372,Spain,Female,54,1,237943.32,2,1,1,194879.14,1
412,France,Male,43,5,174645.07,4,0,0,187722.71,1
492,Germany,Male,32,6,154364.15,4,1,1,11780.84,1
830,Spain,Male,68,7,143701.31,2,0,0,25205.59,1
502,Germany,Male,65,7,44884.81,1,0,1,156135.52,1
494,Spain,Female,25,8,108161.96,4,1,1,140272.18,1
574,Spain,Female,30,9,85630.88,1,1,0,162179.66,1
844,Germany,Male,65,10,238268.58,4,1,1,60694.84,1
799,Spain,Male,20,2,60580.06,2,1,0,171371.33,0
811,Spain,Male,18,9,117879.09,3,1,1,94059.7,1
658,Germany,Female,26,6,234519.84,1,0,1,59762.61,1
453,Spain,Female,48,6,197295.16,4,1,0,12015.47,1
453,Spain,Female,58,0,241128.81,4,1,0,175559.17,1
784,Spain,Male,71,7,152082.56,4,1,0,111715.33,1
388,Germany,Female,43,3,83446.71,2,1,1,195322.6,0
784,France,Female,34,4,206662.44,2,0,0,145789.46,1
547,Germany,Female,73,5,72864.07,3,1,1,25279.26,0
483,France,Female,51,2,41193.2,2,1,1,121756.33,1
416,Spain,Female,26,4,176572.2,1,1,0,13253.66,1
740,France,Male,73,9,159738.92,2,1,1,115978.55,1
528,Germany,Male,68,4,219737.23,4,0,0,76538.32,1
805,Germany,Male,30,0,240481.19,1,0,1,132226.21,1
391,Spain,Male,22,2,214299.4,2,0,0,112899.1,1
797,France,Female,58,2,15005.45,1,0,1,59656.56,1
849,Spain,Male,30,0,166128.36,1,0,1,40846.62,1
364,Spain,Male,18,6,196183.1,2,1,0,86895.18,1
460,Germany,Male,42,0,245482.18,1,0,1,197498.9,1
506,France,Female,64,6,93665.32,4,0,1,92782.74,1
638,France,Male,21,3,42470.4,4,1,1,152269.56,1
849,France,Female,53,8,213233.27,2,0,1,20824.97,1
827,France,Female,69,6,79366.69,2,0,1,81984.5,1
580,Spain,Female,27,4,149550.47,4,0,0,120261.38,1
760,Spain,Male,45,6,97473.69,2,0,0,152727.34,0
769,Germany,Female,74,8,100581.56,4,1,1,110392.89,1
506,Spain,Male,23,9,183116.12,1,0,0,107906.15,1
387,Spain,Male,44,5,90368.78,2,0,0,155142.31,0
790,Germany,Male,73,0,173268.78,3,0,1,69524.67,1
446,Germany,Female,29,5,3582.11,4,0,0,27216.0,1
834,Germany,Female,69,0,81161.85,4,0,1,75958.59,0
760,Spain,Male,65,3,79761.01,1,1,0,40209.28,1
788,Spain,Female,20,7,187208.82,3,0,1,193529.4,1
638,Germany,Female,63,4,78639.28,3,0,1,119727.19,0
603,Germany,Female,50,4,158331.78,3,1,1,94854.08,0
545,Germany,Male,27,9,172131.1,4,1,1,183289.86,1
435,Spain,Female,48,10,164606.39,4,0,0,181068.66,1
671,Spain,Female,32,7,150823.42,3,1,0,88982.48,1
359,France,Male,24,7,103404.21,2,0,1,176198.2,1
354,Spain,Female,53,0,93326.24,3,0,0,22164.93,1
472,Spain,Male,31,4,141146.01,1,0,1,178286.64,0
679,Spain,Female,73,4,15925.78,3,0,1,69010.87,1
702,Germany,Female,65,7,218954.96,3,1,0,117373.23,1
467,Spain,Female,31,0,206328.79,3,1,1,61240.83,1
643,Germany,Female,20,6,86596.18,2,1,1,197111.92,0
746,France,Female,66,6,141704.78,3,1,0,23638.2,1
508,France,Female,70,8,233056.92,3,0,1,94921.5,0
652,Germany,Male,63,1,67909.2,4,0,1,127987.75,1
577,Germany,Female,67,2,185613.82,3,0,0,126966.33,1
714,Germany,Female,20,3,20682.95,1,1,0,150364.09,1
565,Spain,Female,39,0,130843.04,4,0,1,147638.91,1
785,France,Male,36,6,220992.28,2,0,0,160697.11,1
533,Germany,Male,52,9,137927.32,4,0,0,54514.61,1
364,Spain,Male,29,2,154063.21,2,1,0,80396.23,1
506,France,Female,71,2,226909.82,2,1,0,82586.29,1
485,Spain,Female,22,2,178840.16,1,1,0,191609.54,1
610,France,Male,27,7,173967.42,3,1,0,87769.25,1
506,Spain,Male,58,8,146596.01,1,0,1,52155.15,1
396,France,Male,50,9,158247.15,4,0,1,130145.44,1
673,France,Female,30,1,200926.36,2,0,0,91180.71,1
681,Spain,Male,52,9,244808.27,4,0,0,57515.21,1
522,Germany,Female,68,9,198831.34,2,1,0,145875.74,1
479,France,Female,49,0,176884.21,4,0,1,46465.8,1
760,Germany,Female,28,8,33886.22,2,0,1,130337.27,1
444,Spain,Male,65,5,204270.1,1,1,1,91800.83,1
464,Germany,Female,55,8,183998.59,2,0,1,70641.76,0
592,Germany,Male,41,5,192608.05,3,0,0,189736.63,1
769,Germany,Male,52,1,57774.12,1,1,0,71637.43,1
641,Germany,Male,36,0,225860.92,3,1,0,76026.4,1
631,Germany,Male,23,7,24320.34,4,0,0,175421.29,0
648,France,Female,57,2,63403.01,4,0,0,34518.24,1
632,France,Female,71,0,165755.86,2,0,1,30533.06,1
418,France,Female,62,7,168428.62,2,0,0,63714.48,1
497,Spain,Female,61,0,78331.14,4,0,1,122410.83,1
360,Germany,Male,59,7,175379.94,1,1,0,83017.03,1
603,France,Male,52,0,96982.63,3,0,0,125625.35,1
679,Spain,Male,21,8,43.88,4,0,1,40352.62,0
709,France,Male,50,8,40651.53,1,0,1,59675.66,0
387,France,Female,30,8,220654.57,3,0,0,117380.84,1
483,Germany,Male,73,2,55673.5,2,0,1,51258.35,1
549,Spain,Female,53,3,28227.58,1,0,1,90332.88,1
372,Germany,Male,71,4,170550.15,1,0,1,118803.1,1
652,Germany,Male,60,5,110176.61,4,0,0,194993.67,1
695,France,Male,36,8,199147.73,3,0,0,25178.46,1
651,Germany,Male,60,10,215361.23,4,1,0,97478.66,1
712,Spain,Female,29,3,211497.22,2,1,1,85291.48,1
745,Germany,Female,28,5,78252.3,2,0,1,166605.84,0
567,Germany,Female,23,0,126386.48,3,0,0,181056.45,1
490,Germany,Female,29,1,162535.43,3,0,0,182332.5,1
453,France,Male,44,7,80495.77,3,0,1,81276.47,0
795,Spain,Male,58,3,10274.83,4,0,0,67884.48,1
559,France,Female,42,9,123916.1,3,0,0,95336.08,1
822,France,Female,59,6,3204.58,3,1,1,75357.4,1
830,France,Male,20,3,237661.41,4,0,1,146581.69,0
460,France,Male,20,8,199170.91,2,1,0,50578.5,1
453,France,Female,37,8,48002.44,2,1,1,135149.98,0
665,Spain,Female,45,3,71892.94,1,1,1,186127.63,1
520,Germany,Female,40,7,245709.64,2,1,0,63183.58,1
809,France,Male,65,5,93387.14,3,1,1,138609.22,1
841,France,Female,20,0,195930.59,2,1,1,37276.61,1
705,Spain,Female,59,6,111703.87,4,1,0,33062.95,1
845,Spain,Female,41,0,216023.98,2,1,1,31972.45,1
673,Germany,Female,60,2,175938.38,2,1,1,36320.35,1
482,Spain,Female,57,7,5727.51,1,0,0,51071.33,1
725,Germany,Male,23,8,73597.47,1,0,1,116937.79,0
642,France,Female,37,2,139498.08,3,1,0,155727.27,1
677,France,Male,28,0,231543.51,4,1,0,34102.83,1
476,Germany,Female,49,0,25507.47,3,1,1,175302.84,1
455,Spain,Female,44,6,150290.63,4,0,0,170116.09,1
846,Germany,Female,38,4,75544.18,4,0,0,148203.73,1
441,Spain,Male,61,0,222331.95,1,1,1,90933.5,1
636,France,Male,65,5,191292.4,2,1,0,10295.87,1
727,Spain,Male,67,5,92425.68,2,1,0,149605.34,1
742,Germany,Female,30,3,41775.79,1,1,1,177007.37,1
400,Germany,Female,39,6,2874.49,3,1,0,73704.41,1
378,France,Male,52,6,155283.61,2,1,0,146417.64,1
811,Spain,Male,64,8,101530.95,3,0,1,21789.05,1
645,Spain,Female,39,0,78689.12,2,0,1,144804.03,0
646,Spain,Male,45,4,246375.57,3,0,0,22978.62,1
563,France,Female,38,9,116535.53,4,1,0,121565.4,1
616,Spain,Male,63,2,187459.82,4,1,0,123535.12,1
756,Germany,Male,35,6,44353.1,2,0,1,67409.75,1
606,Spain,Male,48,3,3363.81,3,0,0,25033.32,1
651,France,Female,63,3,104390.65,3,1,1,190373.61,1
450,Spain,Female,54,0,166416.21,4,0,0,111759.71,1
754,Spain,Male,38,0,126649.67,3,0,0,120154.04,1
695,Germany,Female,31,9,222616.56,1,0,1,126853.97,0
459,Spain,Female,42,1,108494.84,3,0,0,179299.11,0
769,Germany,Female,44,1,77750.7,4,1,1,21448.57,1
531,Germany,Female,57,0,229012.17,1,1,1,179724.68,1
820,France,Male,40,7,101700.57,1,1,0,55538.54,1
662,Germany,Female,48,5,67411.97,3,1,0,24810.55,1
350,Germany,Female,64,5,24415.27,4,0,1,134880.51,0
668,France,Male,46,9,198327.44,4,0,1,195625.37,0
787,Germany,Female,64,9,206272.87,4,0,1,20875.99,1
404,France,Female,47,8,8324.45,1,1,0,90963.15,0
720,Spain,Female,68,4,89661.4,4,1,0,110659.06,1
773,France,Male,43,3,187469.11,1,1,0,57902.6,1
748,Germany,Male,37,10,236595.46,1,1,0,196745.71,1
498,France,Female,55,5,94454.57,2,0,1,131783.01,1
780,Germany,Female,36,7,218013.36,3,1,1,170426.63,0
806,Spain,Male,44,0,98430.1,4,0,1,88997.76,1
658,France,Male,42,6,44873.66,1,0,0,77251.62,1
486,Spain,Male,57,7,861.54,3,0,0,115100.0,1
551,Germany,Female,55,8,82545.26,1,1,0,92702.9,1
785,Germany,Female,69,10,94618.76,3,1,1,145840.13,0
662,Spain,Male,40,7,236279.38,1,0,1,60505.44,1
466,France,Female,46,6,51517.56,4,0,1,95422.3,0
503,France,Female,32,2,95557.68,2,1,1,180075.22,0
774,Germany,Female,20,1,6288.53,2,1,0,153660.5,1
640,Spain,Female,27,2,190884.93,2,1,0,41933.33,1
412,Spain,Female,32,3,228785.31,1,1,0,178504.32,1
593,France,Female,73,3,59455.16,3,0,1,121913.15,1
374,France,Female,33,5,107248.78,4,0,1,139064.56,1
439,France,Male,34,6,30528.16,4,0,1,65908.75,1
424,Spain,Male,36,3,114208.86,1,0,1,93893.41,1
643,France,Male,28,9,33335.62,2,0,0,163294.37,1
735,France,Male,65,5,130837.12,1,0,0,72828.48,1
740,Germany,Male,22,8,183655.51,3,1,1,41361.71,0
559,France,Male,22,5,138335.69,2,0,0,81877.93,1
824,France,Male,75,2,61304.89,1,1,1,23151.55,1
767,Spain,Male,31,0,88449.0,3,1,1,146392.73,1
696,Spain,Male,67,10,159643.18,2,0,1,38071.72,1
366,Germany,Female,43,9,147438.85,4,1,1,64173.92,0
477,France,Female,25,9,34193.7,3,0,1,177405.39,0
776,Germany,Male,22,4,211237.37,4,0,0,112694.56,1
792,Spain,Female,24,9,118797.23,3,1,0,71054.3,1
713,Germany,Female,33,9,40592.31,2,1,0,114056.71,0
600,Spain,Male,72,2,30706.64,1,1,0,51472.76,1
528,Germany,Male,31,7,241387.94,1,1,0,14782.89,1
531,Germany,Male,54,9,70383.78,1,1,0,124709.17,1
501,France,Female,73,0,227148.4,1,1,1,145683.93,1
374,Germany,Female,58,10,102646.32,3,1,1,177158.54,1
804,France,Male,21,1,96480.36,1,1,0,156657.84,1
529,France,Female,53,2,175232.24,1,1,1,186068.76,1
547,France,Female,65,2,2470.82,3,0,1,197331.16,1
850,France,Female,73,7,84522.38,3,0,1,151537.74,1
693,Germany,Male,34,4,75661.43,2,1,0,174905.43,1
510,Spain,Female,64,7,217024.52,3,1,0,138008.99,1
526,Spain,Female,53,10,132280.88,4,1,0,42478.18,1
634,Spain,Female,23,10,91142.54,2,0,1,44523.46,0
412,Germany,Female,33,5,66519.83,2,0,0,30949.3,1
840,France,Female,46,1,147627.45,1,1,0,189165.2,1
499,Spain,Female,53,10,37918.29,1,1,0,137822.82,1
503,Germany,Female,55,3,61551.19,4,1,1,160082.85,1
505,France,Male,54,8,73403.04,1,1,0,72919.89,1
719,Spain,Male,65,3,151977.24,3,0,0,97480.12,1
818,France,Female,74,4,93313.74,3,0,0,17558.11,1
398,Spain,Male,65,4,126445.83,1,1,1,178911.41,1
804,Spain,Female,27,9,162609.57,1,1,0,172070.65,1
686,Spain,Female,58,7,239067.9,3,0,0,159114.15,1
433,France,Female,53,5,191209.35,2,0,1,21077.39,1
710,Germany,Male,46,9,101314.2,4,1,0,43107.45,1
526,France,Female,31,6,187068.84,4,1,0,73492.42,1
497,Spain,Female,21,5,237423.55,2,0,0,59981.91,1
467,France,Male,61,4,124845.14,4,0,0,169307.37,1
691,Germany,Male,73,4,102624.23,1,0,1,47018.79,1
825,France,Female,59,2,19504.67,1,1,1,111103.65,1
412,Germany,Male,53,6,223092.59,1,0,1,118562.41,1
538,Germany,Male,67,9,61608.57,4,1,0,90752.25,1
709,France,Female,62,4,15989.47,2,0,0,55730.71,1
398,Spain,Female,30,6,134300.87,1,0,0,192455.92,1
676,Germany,Female,63,1,211474.91,2,0,0,88545.86,1
606,France,Male,35,8,101658.76,3,1,1,148188.9,1
573,Germany,Male,50,7,195766.87,3,1,0,44968.83,1
490,Spain,Male,38,4,209099.0,3,0,1,166334.12,1
827,France,Female,33,1,113600.89,4,1,0,51019.45,1
564,France,Male,32,5,147738.77,4,0,0,138308.26,1
784,France,Male,71,7,133478.07,1,1,1,106234.24,1
728,Spain,Female,74,6,234798.97,3,0,0,37845.86,1
789,Germany,Female,22,7,181376.42,2,0,0,14740.35,1
560,France,Female,23,3,231335.7,4,1,0,186842.17,1
667,Germany,Male,55,2,55002.49,2,0,0,33881.2,1
381,Germany,Female,20,6,77559.21,2,1,1,143940.77,1
507,Spain,Male,65,1,17728.37,1,0,0,134010.14,1
634,France,Male,29,4,124976.99,1,1,1,74926.81,0
654,Germany,Female,53,6,218480.92,2,0,1,45222.75,1
778,France,Female,50,0,81711.67,2,0,0,43882.37,0
826,France,Female,53,3,32070.53,2,1,0,121212.29,1
635,Spain,Female,50,1,17111.56,2,0,1,113915.05,0
493,France,Female,48,5,111875.07,3,1,1,176427.65,1
773,France,Male,38,0,41005.44,2,0,0,131600.58,0
368,Germany,Male,44,6,86526.01,4,0,0,165662.25,1
367,Spain,Male,44,2,204994.95,1,0,1,16158.48,1
606,France,Female,25,0,96011.85,4,0,0,137488.7,0
427,Germany,Male,73,7,152467.73,1,1,0,54404.64,1
720,Spain,Female,54,6,125540.01,1,1,1,58039.4,1
524,Spain,Female,49,1,179633.32,1,1,0,146909.54,1
847,Germany,Male,43,6,39041.24,4,0,1,160752.26,0
543,Germany,Male,19,2,230110.26,1,1,0,80629.74,1
825,Germany,Female,29,8,160908.2,2,1,1,160114.6,1
462,Germany,Male,39,7,67738.43,2,0,1,94311.49,0
463,Germany,Female,34,4,30813.43,3,1,1,172952.62,0
571,France,Male,24,6,37431.39,3,0,1,14731.72,0
515,France,Male,60,2,195665.73,3,0,1,25864.06,1
784,Spain,Male,21,0,147027.51,2,1,0,157506.84,1
668,France,Male,54,0,95189.57,4,1,0,128577.03,1
481,France,Male,55,10,83225.21,3,1,1,116213.85,0
734,France,Female,49,1,213939.5,2,1,1,126655.97,1
613,Germany,Male,28,7,218690.63,1,0,1,186736.22,0
762,Spain,Male,18,0,145315.51,4,1,1,134552.04,0
404,Spain,Male,42,10,131136.02,4,0,1,133020.46,1
708,Spain,Female,59,4,204112.01,2,1,0,154299.47,1
480,Spain,Female,69,8,187333.79,2,0,1,174657.93,1
637,France,Female,41,8,100081.3,1,1,0,59763.37,1
615,France,Female,70,1,20684.67,1,1,1,127182.28,1
807,Germany,Female,60,6,192125.03,1,0,1,120955.24,1
816,Spain,Male,73,10,42175.26,4,1,0,35621.4,1
715,France,Male,34,0,4094.23,4,1,1,108860.23,0
511,France,Male,25,2,210825.67,3,1,1,23214.6,1
729,Germany,Female,62,5,144563.46,3,1,0,45142.32,1
830,Germany,Female,44,8,222916.51,3,0,0,183462.99,0
436,Germany,Male,69,9,121147.02,4,0,1,32656.2,1
404,France,Female,35,1,231620.28,1,1,0,119994.1,1
825,France,Female,44,6,88492.94,3,0,1,71461.33,0
